AKCIE;10:05:10.759;2021-06-20
Akt. Hodnota Aktiva;Akt. Počet Aktiv;Akt. Hod. Investice;Počát. Hod. Aktiva;Počát. Počet Aktiv;Počát. Hod. Investice;Měsíc;Zisk/Ztráta;%
2,043932;60,847820;124,368794;1,643444;60,847820;100,000000;2;15,318503;14,047191
