KRYPTOMĚNA;10:26:59.257;2021-06-20
Akt. Hodnota Aktiva;Akt. Počet Aktiv;Akt. Hod. Investice;Počát. Hod. Aktiva;Počát. Počet Aktiv;Počát. Hod. Investice;Měsíc;Zisk/Ztráta;%
23,765938;25,183375;598,506547;3,970874;25,183375;100,000000;4;498,506547;498,506547
